BOROUGH,NEIGHBORHOOD,BUILDING_CATEGORY,ADDRESS,ZIP_CODE,LAND_SQR_FT,GROSS_SQR_FT,YEAR_BUILT,PRICE,long,lat
BROOKLYN,MILL BASIN               ,ONE FAMILY HOME,50 WHITMAN DRIVE                         ,11234,5600,2880,1965,995000,-73.90492248535156,40.61199951171875
STATEN ISLAND,OAKWOOD                  ,ONE FAMILY HOME,96 CEDARVIEW AVENUE                      ,10306,5000,1092,1960,410000,-74.1285171508789,40.565460205078125
BRONX,MORRISANIA/LONGWOOD      ,TWO FAMILY HOMES,432 EAST 155TH STREET                    ,10455,2000,2400,1991,470000,-73.91471862792969,40.81970977783203
QUEENS,MIDDLE VILLAGE           ,ONE FAMILY HOME,60-33 83 STREET                          ,11379,1800,1224,1950,429000,-73.86798095703125,40.729881286621094
STATEN ISLAND,PRINCES BAY              ,ONE FAMILY HOME,70 FLORENCE PLACE                        ,10309,6750,1756,1960,5700000,-74.20316314697266,40.52388000488281
QUEENS,HOLLIS                   ,ONE FAMILY HOME,88-14 193 STREET                         ,11423,4666,2640,1950,590000,-73.76104736328125,40.71976852416992
STATEN ISLAND,CLOVE LAKES              ,ONE FAMILY HOME,20 DOUGLAS AVENUE                        ,10310,5800,975,1945,645000,-74.11279296875,40.62371826171875
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,144-38 256TH   STREET                    ,11422,4300,2596,1945,400000,-73.73316955566406,40.65768814086914
STATEN ISLAND,NEW DORP,ONE FAMILY HOME,36 ARC PLACE,10306,3164,1230,1955,550000,-74.12344360351562,40.56884002685547
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,10808 FLATLANDS 8 STREET                 ,11236,3098,2384,1965,525000,-73.88249206542969,40.64910125732422
STATEN ISLAND,TRAVIS                   ,ONE FAMILY HOME,136 ALBERTA AVENUE                       ,10314,2240,2400,2003,380000,-74.18860626220703,40.58824920654297
BRONX,THROGS NECK              ,ONE FAMILY HOME,907 HUNTINGTON AVENUE                    ,10465,1800,1584,1965,445200,-73.83056640625,40.827491760253906
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,56-07 FRESH MEADOW                       ,11365,6548,3155,1950,500000,-73.79583740234375,40.74264907836914
BROOKLYN,GRAVESEND                ,THREE FAMILY HOMES,82 BAY 50TH   STREET                     ,11214,3867,3795,2007,934753,-73.98580169677734,40.58699035644531
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,253-42 148TH   AVENUE                    ,11422,4000,2400,2002,575000,-73.73529052734375,40.654930114746094
STATEN ISLAND,WILLOWBROOK              ,ONE FAMILY HOME,30 ROOSEVELT AVENUE                      ,10314,4725,1900,2002,362590,-74.13327026367188,40.605960845947266
QUEENS,FLUSHING-SOUTH           ,TWO FAMILY HOMES,137-61 70 ROAD                           ,11367,2550,1700,1950,585000,-73.82205963134766,40.73714828491211
STATEN ISLAND,DONGAN HILLS,ONE FAMILY HOME,82 BURGHER AVENUE,10304,5000,962,1955,530000,-74.09490203857422,40.59389877319336
QUEENS,COLLEGE POINT            ,ONE FAMILY HOME,23-14 128 STREET                         ,11356,5927,1080,1945,335000,-74.22931671142578,40.51860046386719
STATEN ISLAND,HUGUENOT                 ,ONE FAMILY HOME,273 RAMONA AVENUE                        ,10312,4500,836,1955,400000,-74.19499969482422,40.539459228515625
QUEENS,HOLLIS HILLS             ,ONE FAMILY HOME,219-25 PECK AVE                          ,11427,6646,3266,1955,1375000,-73.7499771118164,40.73286819458008
STATEN ISLAND,NEW SPRINGVILLE          ,TWO FAMILY HOMES,72 RADFORD STREET                        ,10314,4200,2600,1970,560000,-74.16165161132812,40.5908317565918
BROOKLYN,EAST NEW YORK            ,TWO FAMILY HOMES,2591 PITKIN AVENUE                       ,11208,3600,10765,1997,440000,-73.87664031982422,40.67488098144531
STATEN ISLAND,ARROCHAR-SHORE ACRES     ,TWO FAMILY HOMES,54 COURTNEY LOOP                         ,10305,2090,2592,1997,430000,-74.06246948242188,40.61246109008789
STATEN ISLAND,PORT RICHMOND            ,ONE FAMILY HOME,19 BORG COURT                            ,10302,7200,2500,2004,471510,-74.13613891601562,40.62746047973633
BRONX,COUNTRY CLUB,ONE FAMILY HOME,1604 KENNELLWORTH PL,10465,3750,2442,1955,638600,-73.82193756103516,40.846439361572266
QUEENS,WHITESTONE,ONE FAMILY HOME,145-77 8TH AVENUE,11357,5000,1142,1945,842500,-73.82171630859375,40.792808532714844
QUEENS,OZONE PARK               ,THREE FAMILY HOMES,137-32 LAFAYETTE STREET                  ,11417,2300,2772,1960,495000,-73.84439849853516,40.6723518371582
QUEENS,LITTLE NECK              ,ONE FAMILY HOME,254-10 60TH AVENUE                       ,11362,3720,2343,1955,675000,-73.72506713867188,40.759639739990234
BRONX,MORRISANIA/LONGWOOD      ,THREE FAMILY HOMES,1069 INTERVALE AVENUE                    ,10459,1468,3312,2005,350000,-73.89716339111328,40.82521057128906
BRONX,BRONXDALE                ,ONE FAMILY HOME,3254 HONE AVENUE                         ,10469,1190,1582,1965,450000,-73.85736083984375,40.87268829345703
STATEN ISLAND,ARDEN HEIGHTS            ,ONE FAMILY HOME,43A BUNNELL COURT                        ,10312,960,1152,1987,345000,-74.19965362548828,40.552520751953125
STATEN ISLAND,NEW SPRINGVILLE          ,TWO FAMILY HOMES,23 BOWLING GREEN PLACE                   ,10314,5200,2944,1978,753450,-74.22931671142578,40.51860046386719
STATEN ISLAND,MARINERS HARBOR          ,ONE FAMILY HOME,71 ARLINGTON PLACE                       ,10303,3350,1532,2004,437548,-74.16573333740234,40.63597869873047
BROOKLYN,CONEY ISLAND,ONE FAMILY HOME,2818 W 15 STREET,11224,2714,1344,1993,610000,-73.96961212158203,40.5809326171875
STATEN ISLAND,MIDLAND BEACH            ,ONE FAMILY HOME,SLATER BOULEVARD                         ,10305,3093,2316,2006,554946,-74.06619262695312,40.611637115478516
STATEN ISLAND,ARDEN HEIGHTS            ,ONE FAMILY HOME,77 CARLYLE GREEN                         ,10312,2800,1344,1980,410000,-74.19493103027344,40.55556106567383
BRONX,WILLIAMSBRIDGE           ,ONE FAMILY HOME,4071 PAULDING AVENUE                     ,10466,2850,1485,1955,306340,-73.85054016113281,40.887821197509766
STATEN ISLAND,WESTERLEIGH              ,ONE FAMILY HOME,269 CAMBRIDGE AVENUE                     ,10314,4000,1716,1965,420000,-74.15048217773438,40.61088180541992
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,29 THAYER PLACE                          ,10306,2071,1232,1965,382768,-74.13067626953125,40.55493927001953
STATEN ISLAND,NEW DORP-HEIGHTS         ,ONE FAMILY HOME,52 BEACON AVENUE                         ,10306,3215,2118,2005,545000,-74.12319946289062,40.57733154296875
BRONX,SOUNDVIEW                ,TWO FAMILY HOMES,95 HORIZON COURT                         ,10473,1467,2400,2014,353886,-73.85008239746094,40.806419372558594
BROOKLYN,CANARSIE,ONE FAMILY HOME,1245 EAST 102 STREET,11236,4200,1407,1955,550000,-73.88436126708984,40.65553283691406
STATEN ISLAND,WESTERLEIGH              ,ONE FAMILY HOME,39 LIVERMORE AVENUE                      ,10302,1433,1312,1991,330000,-74.13716125488281,40.623130798339844
BROOKLYN,CANARSIE,TWO FAMILY HOMES,1035 E 102ND STREET,11236,2833,1872,1955,640000,-74.22915649414062,40.51850128173828
QUEENS,FLUSHING-SOUTH           ,TWO FAMILY HOMES,13723 70 ROAD                            ,11367,3465,1700,1950,745000,-74.22931671142578,40.51860046386719
STATEN ISLAND,NEW SPRINGVILLE,TWO FAMILY HOMES,25 AMSTERAM PLACE,10314,4400,2338,1970,795000,-74.16407775878906,40.60049057006836
STATEN ISLAND,MIDLAND BEACH,ONE FAMILY HOME,51 BOUNDARY AVENUE,10306,1750,1780,1997,585000,-74.09752655029297,40.58108901977539
QUEENS,BAYSIDE,ONE FAMILY HOME,56-48 203 STREET,11364,4000,2200,1950,1258000,-73.75926971435547,40.75347900390625
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,37 KINGHORN STREET                       ,10312,4500,1196,1955,420000,-74.16000366210938,40.53274917602539
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,28 ANNADALE ROAD                         ,10312,9000,3550,2010,440000,-74.17772674560547,40.56306838989258
BROOKLYN,CANARSIE                 ,THREE FAMILY HOMES,1070 EAST 93 STREET                      ,11236,2976,3146,1960,430000,-73.88953399658203,40.655574798583984
BROOKLYN,OLD MILL BASIN           ,THREE FAMILY HOMES,2076 EAST 55TH STREET                    ,11234,1967,2536,1965,600000,-73.9201431274414,40.61180877685547
QUEENS,FLUSHING-NORTH           ,TWO FAMILY HOMES,40-01 149 PLACE                          ,11354,1420,2840,1945,950000,-73.81501007080078,40.763389587402344
STATEN ISLAND,WESTERLEIGH              ,ONE FAMILY HOME,349 WILLOWBROOK ROAD                     ,10314,2000,1950,1999,430000,-74.14602661132812,40.61566162109375
QUEENS,JACKSON HEIGHTS          ,THREE FAMILY HOMES,32-55 74TH   STREET                      ,11370,2133,2761,1960,785000,-73.89259338378906,40.75529861450195
BRONX,CASTLE HILL/UNIONPORT    ,THREE FAMILY HOMES,1947A BLACKROCK AVENUE                   ,10472,2575,3350,2006,495000,-73.8537826538086,40.82859420776367
QUEENS,LITTLE NECK              ,ONE FAMILY HOME,45-27 ZION STREET                        ,11362,5355,3102,1989,998000,-73.73761749267578,40.766929626464844
STATEN ISLAND,MANOR HEIGHTS            ,ONE FAMILY HOME,198 CLERMONT PLACE                       ,10314,6660,1040,1955,570000,-74.12779235839844,40.606971740722656
STATEN ISLAND,GREAT KILLS-BAY TERRACE  ,TWO FAMILY HOMES,148 BAY TERRACE                          ,10306,3965,2506,1987,570000,-74.13529968261719,40.55384063720703
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,15740 24 AVENUE                          ,11357,4100,2500,1945,600000,-73.80316162109375,40.7933235168457
STATEN ISLAND,BULLS HEAD,TWO FAMILY HOMES,285 ARLENE STREET,10314,4000,2244,1965,655000,-74.11316680908203,40.62331771850586
BROOKLYN,FLATLANDS,ONE FAMILY HOME,1282 EAST 54TH STREET,11234,2000,2490,1950,639000,-73.92402648925781,40.6265983581543
STATEN ISLAND,GREAT KILLS,ONE FAMILY HOME,389 GETZ AVENUE,10312,2446,1564,1994,585000,-74.164306640625,40.549781799316406
QUEENS,BAYSIDE                  ,ONE FAMILY HOME,5857 214 STREET                          ,11364,3861,1056,1950,425000,-74.11316680908203,40.62331771850586
BRONX,COUNTRY CLUB,ONE FAMILY HOME,1153 THROGMORTON AVE,10465,1875,1836,1960,579000,-73.82231903076172,40.836151123046875
BROOKLYN,SHEEPSHEAD BAY           ,THREE FAMILY HOMES,2831 BRAGG STREET                        ,11235,3001,3496,1970,875000,-73.93295288085938,40.58489990234375
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,257-40 147TH   DRIVE                     ,11422,2778,1663,2010,580000,-73.73065185546875,40.655521392822266
QUEENS,FAR ROCKAWAY             ,THREE FAMILY HOMES,31-14 SEAGIRT AVENUE                     ,11691,2500,3225,2001,475000,-73.76416778564453,40.594749450683594
STATEN ISLAND,SOUTH BEACH              ,ONE FAMILY HOME,335 GARRETSON AVENUE                     ,10305,1900,1960,2007,355000,-74.22915649414062,40.51850128173828
STATEN ISLAND,TOTTENVILLE              ,TWO FAMILY HOMES,23,10307,4300,10201,2001,675000,-74.22931671142578,40.51860046386719
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,312 COLON AVENUE                         ,10308,2352,2016,1979,441940,-74.1572265625,40.55704879760742
BROOKLYN,EAST NEW YORK            ,ONE FAMILY HOME,730 LINWOOD STREET                       ,11208,1800,1116,1989,358000,-73.88114166259766,40.66728973388672
STATEN ISLAND,NEW DORP-HEIGHTS         ,ONE FAMILY HOME,26 WALDEN AVENUE                         ,10306,6000,1596,1970,720000,-74.12059783935547,40.578121185302734
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,105-49 FLATLANDS 4TH STREET              ,11236,2200,3025,1960,525000,-73.88873291015625,40.64385986328125
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,58-07 196TH   STREET                     ,11365,4000,1250,1945,645000,-73.7808837890625,40.7441291809082
QUEENS,LITTLE NECK              ,ONE FAMILY HOME,57-36 LITTLE NECK PARKWAY                ,11362,3028,1296,1950,605000,-73.72386932373047,40.76279067993164
STATEN ISLAND,OAKWOOD                  ,ONE FAMILY HOME,180 GUYON AVENUE                         ,10306,4050,1664,1970,395000,-74.12419891357422,40.56269073486328
QUEENS,CORONA,THREE FAMILY HOMES,96-40 42ND AVENUE,11368,2050,2992,1945,1323000,-73.86679077148438,40.746490478515625
STATEN ISLAND,CASTLETON CORNERS        ,TWO FAMILY HOMES,18 MILLER STREET                         ,10314,2800,1600,2002,380000,-74.12657165527344,40.62001037597656
STATEN ISLAND,OAKWOOD                  ,ONE FAMILY HOME,38 FARRELL COURT                         ,10306,1618,1575,1994,375000,-74.12798309326172,40.56602096557617
STATEN ISLAND,GRANT CITY               ,ONE FAMILY HOME,74 BARTON AVENUE                         ,10306,3500,1976,2004,550000,-74.1053466796875,40.58295822143555
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,118 DALEHAM STREET                       ,10308,5200,900,1950,390000,-74.15447998046875,40.563629150390625
QUEENS,SOUTH JAMAICA            ,TWO FAMILY HOMES,107-04 107 AVENUE                        ,11417,2804,2160,2003,550000,-73.83252716064453,40.68489074707031
BROOKLYN,MILL BASIN,TWO FAMILY HOMES,2290 NATIONAL DRIVE,11234,3240,2124,1970,1090000,-73.91435241699219,40.60512161254883
STATEN ISLAND,MANOR HEIGHTS            ,TWO FAMILY HOMES,256 SUFFOLK AVENUE                       ,10314,3300,1020,1965,430000,-74.12745666503906,40.59917068481445
BROOKLYN,GRAVESEND                ,TWO FAMILY HOMES,2308 WEST 11TH   STREET                  ,11223,1967,1584,1960,750000,-73.98148345947266,40.59115982055664
STATEN ISLAND,OAKWOOD-BEACH            ,ONE FAMILY HOME,520 MERKEL PLACE                         ,10306,1962,1764,2000,432000,-74.1183090209961,40.55400085449219
QUEENS,BELLEROSE                ,ONE FAMILY HOME,82-56 LITTLE NECK PARKWAY                ,11004,3720,2040,1945,545000,-73.71539306640625,40.73834991455078
BROOKLYN,BENSONHURST,TWO FAMILY HOMES,1474 83 STREET,11228,1975,2018,1960,960000,-74.00055694580078,40.62052917480469
BRONX,KINGSBRIDGE HTS/UNIV HTS,TWO FAMILY HOMES,70 WEST 180 STREET,10453,2500,2100,1993,605000,-73.90048217773438,40.860469818115234
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,49 WESTPORT STREET                       ,10314,1110,1500,1987,330000,-74.1600112915039,40.583709716796875
STATEN ISLAND,HUGUENOT                 ,ONE FAMILY HOME,739 IONIA AVENUE                         ,10312,4233,2052,1975,485000,-74.19795989990234,40.537109375
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,23 PAERDEGAT 9TH STREET                  ,11236,1975,2500,1965,562500,-73.90637969970703,40.629600524902344
QUEENS,FRESH MEADOWS            ,ONE FAMILY HOME,75-44 187TH STREET                       ,11366,4000,1056,1950,650000,-73.78275299072266,40.729740142822266
STATEN ISLAND,NEW SPRINGVILLE          ,TWO FAMILY HOMES,32 PURDUE STREET                         ,10314,2400,2432,1982,416000,-74.16056060791016,40.586669921875
QUEENS,SO. JAMAICA-BAISLEY PARK ,TWO FAMILY HOMES,115-39 BEDELL STREET                     ,11434,2392,1540,2002,470239,-73.78521728515625,40.687191009521484
QUEENS,BAYSIDE                  ,TWO FAMILY HOMES,5708 226 STREET                          ,11364,3433,3370,1965,775000,-73.75006103515625,40.75430679321289
STATEN ISLAND,RICHMONDTOWN             ,TWO FAMILY HOMES,56 ELEANOR STREET                        ,10306,5000,3522,1950,475000,-74.12882232666016,40.57841110229492
QUEENS,ELMHURST                 ,ONE FAMILY HOME,5132 72 PLACE                            ,11377,1800,1980,1950,385000,-73.89148712158203,40.73609161376953
STATEN ISLAND,PRINCES BAY,ONE FAMILY HOME,277 RAMAPO AVENUE,10309,4200,1196,1970,625000,-74.21121978759766,40.53976821899414
QUEENS,WHITESTONE,THREE FAMILY HOMES,23-08 143RD STREET,11357,2940,3925,1970,752738,-73.82608795166016,40.77840042114258
BROOKLYN,CANARSIE,ONE FAMILY HOME,969 EAST 105TH STREET,11236,1400,1224,1960,361730,-73.89302825927734,40.64638137817383
QUEENS,OAKLAND GARDENS,ONE FAMILY HOME,64-11 231ST STREET,11364,4000,1559,1945,905000,-73.74639892578125,40.74943161010742
BROOKLYN,EAST NEW YORK            ,ONE FAMILY HOME,381 WYONA STREET                         ,11207,1800,1134,1990,411033,-73.8920669555664,40.669349670410156
BRONX,CASTLE HILL/UNIONPORT    ,TWO FAMILY HOMES,2226 LAFAYETTE AVENUE                    ,10473,2500,1636,1960,410000,-73.84768676757812,40.8232307434082
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,38 SLAYTON AVENUE                        ,10314,3224,2420,1988,335000,-74.15489959716797,40.593990325927734
BRONX,RIVERDALE                ,ONE FAMILY HOME,2764 NETHERLAND AVENUE                   ,10463,4000,1560,1963,600000,-73.91281127929688,40.880828857421875
BRONX,COUNTRY CLUB             ,TWO FAMILY HOMES,638 ELLSWORTH                            ,10465,2500,2585,1960,516000,-73.81649017333984,40.827640533447266
STATEN ISLAND,HUGUENOT                 ,ONE FAMILY HOME,5 WEST TERRACE                           ,10312,2000,1828,2002,323975,-74.19313049316406,40.53369903564453
BROOKLYN,CANARSIE                 ,ONE FAMILY HOME,1328 EAST 105TH STREET                   ,11236,2600,1080,1955,399000,-73.88697052001953,40.64031982421875
QUEENS,FAR ROCKAWAY             ,TWO FAMILY HOMES,1339 BRUNSWICK AVENUE                    ,11691,2164,1860,2005,484319,-73.75083923339844,40.60775375366211
QUEENS,HAMMELS                  ,TWO FAMILY HOMES,7715 AQUATIC DR                          ,11692,2184,3152,2005,480129,-73.80455780029297,40.58913803100586
QUEENS,SOUTH JAMAICA            ,ONE FAMILY HOME,150-25 ARLINGTON TERRACE                 ,11433,1082,1468,1970,400000,-73.79817962646484,40.69301986694336
STATEN ISLAND,ROSEBANK                 ,ONE FAMILY HOME,145 LYMAN AVENUE                         ,10305,1826,1576,1997,379000,-74.06593322753906,40.60607147216797
QUEENS,FAR ROCKAWAY             ,THREE FAMILY HOMES,640 GRASSMERE TERRACE                    ,11691,1455,3444,2005,305000,-73.75775146484375,40.60118103027344
QUEENS,SOUTH OZONE PARK,TWO FAMILY HOMES,133-49 123RD STREET,11420,4000,1642,1945,685000,-73.81587982177734,40.67000961303711
QUEENS,ELMHURST                 ,ONE FAMILY HOME,72-51 CALAMUS AVENUE                     ,11377,2063,819,1945,503000,-73.89041900634766,40.7347412109375
QUEENS,OZONE PARK               ,ONE FAMILY HOME,132-06 101ST   STREET                    ,11417,2000,1400,1950,360400,-73.83760833740234,40.67744064331055
BRONX,WESTCHESTER,TWO FAMILY HOMES,2266 HAVILAND AVENUE,10462,3900,2496,1960,715000,-73.84793853759766,40.830718994140625
STATEN ISLAND,BULLS HEAD               ,ONE FAMILY HOME,35,10314,1215,1410,1995,324450,-74.22915649414062,40.51850128173828
